experiment_id,agent,seed,episode_id,track,year,race_name,lap_index,current_lap,position_before,position_after,tyre_compound_before,tyre_compound_after,tyre_age_before,tyre_age_after,track_wetness,safety_car_flag,pit_window,gap_to_leader,gap_ahead,gap_behind,action,action_name,action_valid,reward,cumulative_reward,lap_time,lap_delta,terminated,truncated,inference_ms,observation,next_observation,mask_0,q_0,mask_1,q_1,mask_2,q_2,mask_3,q_3,mask_4,q_4,mask_5,q_5
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,14,14,12,13,medium,medium,14,15,0.0,False,False,28.71,2.78,2.41,0,stay_out,True,-1.3,-17.6,79.267,1.267,False,False,1.1323,,,True,1.0236,True,0.1633,True,-1.2926,True,-0.4718,False,1.378,False,0.1357
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,15,15,13,14,medium,medium,15,16,0.0,False,True,37.58,0.73,1.95,0,stay_out,True,-1.4,-19.0,78.227,0.227,False,False,0.5578,,,True,-0.5167,True,-0.6486,True,0.678,True,-0.5,False,1.3604,False,1.0024
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,16,16,12,13,medium,medium,0,0,0.0,False,False,35.78,1.45,1.31,2,pit_medium,True,-0.8,-19.8,78.878,0.878,False,False,1.1952,,,True,-0.9639,True,-3.1063,True,0.3577,True,1.2969,False,-0.3457,False,0.8546
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,17,17,12,13,medium,medium,0,1,0.0,False,False,23.89,1.41,1.54,0,stay_out,True,-1.3,-21.1,78.262,0.262,False,False,0.8331,,,True,1.4612,True,1.0663,True,-0.9216,True,0.8047,False,0.8527,False,-0.6677
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,18,18,12,13,medium,medium,1,2,0.0,False,False,38.49,1.76,2.38,0,stay_out,True,-1.3,-22.4,77.307,-0.693,False,False,1.1311,,,True,1.3142,True,-1.4165,True,-0.8274,True,2.7558,False,1.0412,False,-0.7814
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,19,19,13,14,medium,medium,2,3,0.0,False,False,30.0,1.56,1.97,0,stay_out,True,-1.4,-23.8,78.602,0.602,False,False,0.4982,,,True,1.1254,True,-0.2207,True,-0.5295,True,-2.936,False,0.1157,False,-1.0705
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,20,20,14,15,medium,medium,3,4,0.0,False,False,44.93,1.38,0.93,0,stay_out,True,-1.5,-25.3,78.755,0.755,False,False,0.7133,,,True,1.2084,True,0.3013,True,-1.261,True,0.8329,False,1.2033,False,0.6371
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,21,21,14,15,medium,medium,4,5,0.0,False,False,42.72,0.72,2.24,0,stay_out,True,-1.5,-26.8,77.343,-0.657,False,False,0.6624,,,True,1.5554,True,0.4121,True,-0.2638,True,-0.4633,False,1.2298,False,-1.1054
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,22,22,14,15,medium,medium,5,6,0.0,False,False,35.03,1.06,1.89,0,stay_out,True,-1.5,-28.3,76.797,-1.203,False,False,0.4097,,,True,1.8017,True,0.9574,True,-0.1138,True,0.4184,False,-0.376,False,0.0676
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,23,23,14,15,medium,medium,6,7,0.0,False,False,25.92,1.97,2.24,0,stay_out,True,-1.5,-29.8,78.524,0.524,False,False,0.5092,,,True,0.4274,True,1.1892,True,-1.7035,True,-1.0392,False,0.2357,False,1.4628
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,24,24,15,16,medium,medium,7,8,0.0,True,False,37.92,0.98,2.94,0,stay_out,True,-1.6,-31.4,76.325,-1.675,False,False,0.486,,,True,3.5268,True,-0.395,True,-0.8795,True,1.4748,False,-0.0498,False,-0.3674
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,25,25,15,16,medium,medium,8,9,0.0,False,False,24.97,0.99,2.86,0,stay_out,True,-1.6,-33.0,77.198,-0.802,False,False,0.5301,,,True,0.531,True,0.1234,True,-0.648,True,-0.7649,False,0.8113,False,0.3646
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,26,26,15,16,medium,medium,9,10,0.0,False,False,28.3,2.37,0.72,0,stay_out,True,-1.6,-34.6,79.595,1.595,False,False,0.7407,,,True,0.4118,True,-1.4791,True,-0.8665,True,0.1225,False,-0.7961,False,-0.4872
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,27,27,14,15,medium,medium,10,11,0.0,False,False,35.69,2.9,2.29,0,stay_out,True,-1.5,-36.1,77.523,-0.477,False,False,1.1844,,,True,2.0313,True,0.0891,True,1.5942,True,-1.0955,False,0.3625,False,0.444
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,28,28,15,16,medium,medium,11,12,0.0,False,False,37.85,1.84,2.18,0,stay_out,True,-1.6,-37.7,77.778,-0.222,False,False,1.0084,,,True,1.6584,True,0.0533,True,1.1007,True,-0.3215,False,-2.9672,False,-0.7601
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,29,29,16,17,intermediate,intermediate,0,0,0.258,False,False,30.48,2.93,2.18,4,pit_intermediate,True,-1.75,-39.45,80.641,2.641,False,False,0.825,,,True,2.1083,True,-0.3489,True,-1.1371,True,-0.1559,True,2.5778,True,-0.9375
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,30,30,16,17,intermediate,intermediate,0,1,0.0,False,False,49.38,1.47,0.91,0,stay_out,True,-1.7,-41.15,77.944,-0.056,False,False,1.1015,,,True,0.9576,True,0.7492,True,1.0599,True,0.7698,False,1.9995,False,1.0807
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,31,31,15,16,intermediate,intermediate,1,2,0.0,False,False,29.21,0.69,1.88,0,stay_out,True,-1.6,-42.75,79.053,1.053,False,False,0.5535,,,True,1.3984,True,-0.3498,True,-0.8283,True,-0.8917,False,1.1725,False,-0.0845
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,32,32,15,16,intermediate,intermediate,0,0,0.1,False,False,37.4,1.47,2.06,4,pit_intermediate,True,-1.65,-44.4,80.643,2.643,False,False,0.8735,,,True,-0.345,True,-2.5061,True,-0.8579,True,-0.1901,True,3.0164,True,0.1607
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,33,33,15,16,intermediate,intermediate,0,1,0.0,False,False,25.95,2.69,2.85,0,stay_out,True,-1.6,-46.0,78.677,0.677,False,False,0.6095,,,True,3.2638,True,-0.4868,True,0.0942,True,-0.7055,False,-1.1763,False,-0.7131
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,34,34,16,17,intermediate,intermediate,1,2,0.0,False,False,36.71,2.43,1.75,0,stay_out,True,-1.7,-47.7,77.784,-0.216,False,False,0.5467,,,True,2.1651,True,-1.3384,True,0.3613,True,1.2929,False,0.4537,False,-1.6902
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,35,35,16,17,intermediate,intermediate,2,3,0.0,False,False,50.99,2.44,2.58,0,stay_out,True,-1.7,-49.4,77.712,-0.288,False,False,0.6076,,,True,1.6429,True,-0.544,True,-0.1335,True,1.2979,False,-0.9678,False,1.9267
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,36,36,16,17,intermediate,intermediate,3,4,0.0,False,False,29.26,1.2,2.33,0,stay_out,True,-1.7,-51.1,77.795,-0.205,False,False,0.8546,,,True,2.2392,True,-0.5113,True,1.8267,True,0.29,False,-0.1026,False,1.4493
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,37,37,16,17,intermediate,intermediate,4,5,0.0,False,False,39.99,2.07,2.74,0,stay_out,True,-1.7,-52.8,78.548,0.548,False,False,0.536,,,True,0.3563,True,-1.7159,True,-0.2792,True,0.2815,False,1.2825,False,0.2825
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,38,38,16,17,intermediate,intermediate,0,0,0.171,False,False,36.14,1.46,2.03,4,pit_intermediate,True,-1.75,-54.55,81.498,3.498,False,False,0.9313,,,True,-1.2498,True,0.1755,True,-0.3204,True,-1.9041,True,2.4584,True,-0.3619
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,39,39,15,16,intermediate,intermediate,0,1,0.0,False,False,35.34,2.74,1.65,0,stay_out,True,-1.6,-56.15,78.66,0.66,False,False,1.0041,,,True,2.5686,True,-0.4765,True,0.771,True,-0.058,False,1.0744,False,-1.0036
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,40,40,15,16,intermediate,intermediate,1,2,0.0,False,False,26.77,2.17,0.52,0,stay_out,True,-1.6,-57.75,77.859,-0.141,False,False,0.5463,,,True,1.847,True,-0.1044,True,-0.8023,True,-0.8684,False,0.4254,False,-1.0305
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,41,41,15,16,intermediate,intermediate,2,3,0.0,False,False,40.05,1.57,0.84,0,stay_out,True,-1.6,-59.35,76.817,-1.183,False,False,0.9309,,,True,-0.0189,True,-1.5656,True,0.051,True,-1.1568,False,-1.3649,False,-0.2312
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,42,42,15,16,intermediate,intermediate,3,4,0.0,False,False,41.57,1.82,1.66,0,stay_out,True,-1.6,-60.95,77.563,-0.437,False,False,0.578,,,True,1.7614,True,-0.0179,True,-0.192,True,-0.6659,False,-0.2584,False,-0.7742
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,43,43,14,15,intermediate,intermediate,4,5,0.0,False,False,30.98,1.74,1.68,0,stay_out,True,-1.5,-62.45,79.19,1.19,False,False,1.058,,,True,0.8077,True,-1.6979,True,0.0309,True,-1.7622,False,-0.3199,False,0.6081
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,44,44,15,16,intermediate,intermediate,5,6,0.0,False,False,27.12,1.42,1.45,0,stay_out,True,-1.6,-64.05,79.595,1.595,False,False,0.5949,,,True,1.4358,True,-0.5462,True,0.3148,True,-0.6058,False,-0.5731,False,-0.6077
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,45,45,15,16,intermediate,intermediate,6,7,0.0,False,False,37.83,2.49,1.33,0,stay_out,True,-1.6,-65.65,79.777,1.777,False,False,0.5965,,,True,2.0463,True,0.9765,True,-0.3553,True,0.7481,False,-0.6862,False,-0.676
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,46,46,14,15,intermediate,intermediate,7,8,0.0,False,False,41.67,2.13,1.19,0,stay_out,True,-1.5,-67.15,79.553,1.553,False,False,1.0048,,,True,0.4899,True,0.3313,True,-0.1506,True,0.1404,False,0.3311,False,-1.22
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,47,47,15,16,intermediate,intermediate,8,9,0.0,False,False,28.79,1.9,1.99,0,stay_out,True,-1.6,-68.75,76.981,-1.019,False,False,1.0868,,,True,2.8045,True,0.1513,True,0.8503,True,-0.6057,False,1.3767,False,0.3453
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,48,48,15,16,intermediate,intermediate,9,10,0.0,False,False,33.24,0.93,2.41,0,stay_out,True,-1.6,-70.35,77.838,-0.162,False,False,1.0836,,,True,2.5366,True,-0.1684,True,-1.2993,True,1.2655,False,0.4772,False,-2.5163
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,49,49,15,16,intermediate,intermediate,0,0,0.094,False,False,28.38,2.46,1.18,4,pit_intermediate,True,-1.65,-72.0,80.554,2.554,False,False,0.8526,,,True,1.2521,True,-0.9466,True,-0.3495,True,-2.0313,True,2.041,True,0.8283
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,50,50,14,15,intermediate,intermediate,0,1,0.0,False,False,41.53,0.84,2.37,0,stay_out,True,-1.5,-73.5,76.265,-1.735,False,False,0.7759,,,True,2.3498,True,1.8507,True,-0.9602,True,-0.1016,False,-0.6854,False,-0.3806
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,51,51,14,15,intermediate,intermediate,1,2,0.0,False,False,43.03,2.44,0.99,0,stay_out,True,-1.5,-75.0,75.976,-2.024,False,False,0.6365,,,True,2.7194,True,0.5091,True,-1.9175,True,-0.5968,False,-0.6704,False,-0.6909
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,52,52,14,15,intermediate,intermediate,2,3,0.0,True,False,43.42,1.1,1.18,0,stay_out,True,-1.5,-76.5,79.583,1.583,False,False,0.7005,,,True,2.0731,True,2.3836,True,0.205,True,0.8215,False,-0.7384,False,1.1344
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,53,53,14,15,intermediate,intermediate,3,4,0.0,False,False,27.26,1.52,1.6,0,stay_out,True,-1.5,-78.0,78.718,0.718,False,False,1.1962,,,True,2.2384,True,0.3544,True,-2.3606,True,1.008,False,-0.3502,False,-1.2163
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,54,54,13,14,intermediate,intermediate,4,5,0.0,False,False,30.86,2.98,0.54,0,stay_out,True,-1.4,-79.4,79.805,1.805,False,False,0.6968,,,True,1.3241,True,-0.3721,True,-0.0622,True,-0.5966,False,-0.6903,False,-0.6412
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,55,55,13,14,intermediate,intermediate,5,6,0.0,False,False,25.46,0.83,0.81,0,stay_out,True,-1.4,-80.8,76.874,-1.126,False,False,1.1273,,,True,0.209,True,0.1019,True,-0.7361,True,0.6311,False,-0.0294,False,0.4126
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,56,56,14,15,intermediate,intermediate,6,7,0.0,False,False,33.29,1.87,1.23,0,stay_out,True,-1.5,-82.3,80.196,2.196,False,False,0.7653,,,True,0.8677,True,0.5206,True,-0.4087,True,0.2346,False,-0.8299,False,1.1151
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,57,57,15,16,intermediate,intermediate,7,8,0.0,False,False,31.22,2.07,1.13,0,stay_out,True,-1.6,-83.9,78.139,0.139,False,False,0.5678,,,True,1.459,True,-0.5555,True,0.1874,True,0.8756,False,-0.9023,False,0.0009
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,58,58,14,15,intermediate,intermediate,8,9,0.0,False,False,27.97,0.56,2.15,0,stay_out,True,-1.5,-85.4,78.056,0.056,False,False,0.729,,,True,1.5399,True,-0.8912,True,0.8038,True,0.6923,False,0.8615,False,2.2274
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,59,59,15,16,intermediate,intermediate,9,10,0.0,False,False,36.41,2.72,1.42,0,stay_out,True,-1.6,-87.0,77.835,-0.165,False,False,1.0735,,,True,1.5409,True,0.5353,True,1.7479,True,-0.8424,False,-1.8061,False,-0.4841
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,60,60,15,16,intermediate,intermediate,10,11,0.0,False,False,37.21,2.8,1.34,0,stay_out,True,-1.6,-88.6,77.792,-0.208,False,False,1.0115,,,True,1.2744,True,-1.5727,True,-0.461,True,-0.4249,False,-0.1889,False,-0.2543
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,61,61,15,16,intermediate,intermediate,11,12,0.0,False,False,37.62,1.39,1.64,0,stay_out,True,-1.6,-90.2,78.746,0.746,False,False,0.8794,,,True,1.7502,True,-0.1964,True,0.6819,True,0.1755,False,-0.5049,False,-0.1508
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,62,62,15,16,intermediate,intermediate,0,0,0.168,False,False,40.95,1.86,1.6,4,pit_intermediate,True,-1.65,-91.85,82.606,4.606,False,False,0.9252,,,True,0.5822,True,-1.7518,True,1.0414,True,-1.0748,True,1.3221,True,0.6681
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,63,63,14,15,intermediate,intermediate,0,1,0.0,False,False,35.29,1.76,2.07,0,stay_out,True,-1.5,-93.35,78.98,0.98,False,False,0.4616,,,True,1.8168,True,-0.9206,True,0.1746,True,-0.6123,False,-1.2152,False,-1.1301
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,64,64,14,15,intermediate,intermediate,1,2,0.0,False,False,34.45,2.55,1.91,0,stay_out,True,-1.5,-94.85,77.842,-0.158,False,False,0.4982,,,True,0.1166,True,0.6693,True,2.4869,True,0.4588,False,-1.0429,False,-0.2712
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,65,65,13,14,intermediate,intermediate,2,3,0.0,False,False,28.19,2.14,2.84,0,stay_out,True,-1.4,-96.25,80.166,2.166,False,False,0.9478,,,True,0.7992,True,-0.8642,True,0.0544,True,-2.9281,False,-0.531,False,-0.271
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,66,66,14,15,intermediate,intermediate,3,4,0.0,False,False,36.94,1.36,1.9,0,stay_out,True,-1.5,-97.75,78.761,0.761,False,False,0.4172,,,True,-1.0459,True,-0.3406,True,0.7596,True,-0.3617,False,-1.5269,False,0.3266
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,67,67,15,16,intermediate,intermediate,4,5,0.0,False,False,38.44,2.63,1.23,0,stay_out,True,-1.6,-99.35,77.177,-0.823,False,False,0.614,,,True,1.4383,True,-0.5071,True,-0.0756,True,0.0837,False,0.8966,False,2.2038
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,68,68,14,15,intermediate,intermediate,0,0,0.091,False,False,38.83,1.91,0.68,4,pit_intermediate,True,-1.55,-100.9,80.609,2.609,False,False,1.0735,,,True,0.3975,True,-1.7432,True,-0.4385,True,-0.1486,True,0.0751,True,1.8823
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,69,69,14,15,intermediate,intermediate,0,1,0.0,False,False,31.03,1.14,1.27,0,stay_out,True,-1.5,-102.4,78.339,0.339,False,False,0.8486,,,True,0.1338,True,-0.3896,True,-0.9564,True,0.1974,False,-0.544,False,-0.0441
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,70,70,13,14,intermediate,intermediate,1,2,0.0,False,False,27.22,1.78,1.74,0,stay_out,True,-1.4,-103.8,78.744,0.744,False,False,0.5949,,,True,2.88,True,-1.1794,True,0.51,True,-1.0751,False,-0.3343,False,0.4842
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,71,71,13,14,intermediate,intermediate,2,3,0.0,False,False,28.35,2.83,2.82,0,stay_out,True,-1.4,-105.2,77.002,-0.998,False,False,1.0402,,,True,1.6466,True,0.5949,True,-0.9121,True,0.38,False,0.1734,False,-1.2418
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,72,72,13,14,intermediate,intermediate,3,4,0.0,False,False,25.52,2.62,2.0,0,stay_out,True,-1.4,-106.6,78.091,0.091,False,False,0.5182,,,True,3.407,True,0.3575,True,0.191,True,2.8745,False,-0.1719,False,-0.9518
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,73,73,14,15,intermediate,intermediate,4,5,0.0,False,False,28.93,2.42,0.54,0,stay_out,True,-1.5,-108.1,79.055,1.055,False,False,0.5039,,,True,0.9133,True,-1.6265,True,1.9256,True,-1.4105,False,-0.5234,False,-0.3727
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,74,74,14,15,intermediate,intermediate,5,6,0.0,False,False,36.04,0.87,0.63,0,stay_out,True,-1.5,-109.6,76.435,-1.565,False,False,1.0644,,,True,-0.6666,True,1.3813,True,-1.2855,True,0.1799,False,-0.7726,False,-0.6785
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,75,75,15,16,intermediate,intermediate,6,7,0.0,False,False,37.31,1.47,2.39,0,stay_out,True,-1.6,-111.2,80.205,2.205,False,False,0.9512,,,True,3.0867,True,0.5861,True,0.4492,True,2.8495,False,2.2322,False,-0.7666
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,76,76,15,16,intermediate,intermediate,7,8,0.0,True,False,38.49,0.74,2.68,0,stay_out,True,-1.6,-112.8,79.831,1.831,False,False,1.1682,,,True,1.8177,True,0.545,True,0.9902,True,1.6333,False,1.227,False,0.3772
sample-run,dqn,1001,dqn-1001-monaco,monaco,2026,Monaco Grand Prix,77,77,16,17,intermediate,intermediate,0,0,0.035,False,False,28.22,1.87,1.42,4,pit_intermediate,True,-1.75,-114.55,80.248,2.248,True,False,0.8847,,,True,1.2012,True,0.1438,True,1.1877,True,0.6734,True,1.6652,True,-0.4785
sample-run,qrl,1001,qrl-1001-monaco,monaco,2026,Monaco Grand Prix,0,0,5,6,medium,medium,0,1,0.0,False,False,10.86,2.92,1.36,0,stay_out,True,-0.6,-0.6,78.785,0.785,False,False,3.1781,,,True,0.7034,True,0.1294,True,-0.298,True,-0.2856,False,-0.5666,False,-0.1536
sample-run,qrl,1001,qrl-1001-monaco,monaco,2026,Monaco Grand Prix,1,1,6,7,medium,medium,1,2,0.0,False,False,11.03,1.17,1.42,0,stay_out,True,-0.7,-1.3,77.68,-0.32,False,False,3.2334,,,True,2.3973,True,-1.0415,True,-0.6126,True,0.4746,False,-0.0959,False,-0.5892
sample-run,qrl,1001,qrl-1001-monaco,monaco,2026,Monaco Grand Prix,2,2,6,7,intermediate,intermediate,0,0,0.092,False,False,19.53,0.94,1.7,4,pit_intermediate,True,-0.75,-2.05,80.112,2.112,False,False,1.5151,,,True,0.7136,True,0.6839,True,0.7615,True,1.636,True,2.1587,True,-0.5616
sample-run,qrl,1001,qrl-1001-monaco,monaco,2026,Monaco Grand Prix,3,3,6,7,intermediate,intermediate,0,1,0.0,False,False,19.72,2.14,2.02,0,stay_out,True,-0.7,-2.75,79.577,1.577,False,False,1.2763,,,True,1.9635,True,-0.6094,True,-0.5536,True,-0.6032,False,0.9528,False,-0.9065
