agent,track,metric,count,mean,std,median,minimum,maximum,ci_low,ci_high,lower_is_better
real_driver,Monza,total_reward,90,-20.920671374829325,30.258545463991005,-14.87311261011746,-66.54124696644482,15.519380779421672,-27.172151635027234,-14.669191114631417,False
real_driver,Monza,final_position,90,6.2,4.213941548097994,6.0,1.0,12.0,5.329390656371364,7.070609343628636,True
real_driver,Monza,position_gain,90,5.477777777777778,6.026584882279586,6.0,-10.0,19.0,4.232672441408818,6.722883114146738,False
real_driver,Monza,pit_count,90,1.5444444444444445,0.5227651439750989,2.0,1.0,3.0,1.4364400467390432,1.6524488421498458,False
real_driver,Monza,mean_lap_time,90,88.05640279840115,3.3796813101876206,87.35999213191718,84.15023306148689,93.1871169656712,87.35815340562908,88.75465219117322,True
real_driver,Silverstone,total_reward,90,-26.486395249074167,19.6040045364413,-25.941603541573755,-93.06830297539436,-2.919100654693544,-30.536624547975457,-22.436165950172878,False
real_driver,Silverstone,final_position,90,2.1555555555555554,2.565593919504848,1.0,1.0,13.0,1.6254983602235733,2.685612750887538,True
real_driver,Silverstone,position_gain,90,9.71111111111111,5.382544497578675,10.0,-2.0,19.0,8.599065896766833,10.823156325455388,False
real_driver,Silverstone,pit_count,90,2.3,0.9994380443501149,2.0,1.0,4.0,2.093513960775778,2.506486039224222,False
real_driver,Silverstone,mean_lap_time,90,97.38569537139551,1.4106146971521887,97.65314180264589,94.83485513694212,99.22375876208316,97.09425935559342,97.6771313871976,True
rule_aware_heuristic,Monaco,total_reward,90,-210.46051192267345,153.19183033333783,-146.68681436114002,-426.23365082111263,3.895892373167367,-242.11027197119014,-178.81075187415675,False
rule_aware_heuristic,Monaco,final_position,90,8.188888888888888,6.703838317692544,8.0,1.0,17.0,6.803861543126788,9.573916234650989,True
rule_aware_heuristic,Monaco,position_gain,90,2.2888888888888888,8.164384761073025,2.0,-16.0,18.0,0.6021095216768109,3.975668256100967,False
rule_aware_heuristic,Monaco,pit_count,90,0.08888888888888889,0.38641086721535456,0.0,0.0,3.0,0.009055576623517053,0.16872220115426073,False
rule_aware_heuristic,Monaco,mean_lap_time,90,96.78429049703158,20.742554482410366,84.88653734406864,78.68359203029809,126.22178084449918,92.49883434226753,101.06974665179563,True
rule_aware_heuristic,Monza,total_reward,90,-176.10665636218516,19.476218849780043,-178.36511341089863,-201.26985623054512,-132.36694938463893,-180.13048486470154,-172.08282785966878,False
rule_aware_heuristic,Monza,final_position,90,8.266666666666667,3.118628335763852,10.0,1.0,12.0,7.622351377185131,8.910981956148204,True
rule_aware_heuristic,Monza,position_gain,90,3.411111111111111,5.35879922078064,4.0,-8.0,18.0,2.303971721779225,4.518250500442997,False
rule_aware_heuristic,Monza,pit_count,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
rule_aware_heuristic,Monza,mean_lap_time,90,88.1749612019411,2.830708702999806,88.11232136049597,83.93571091491964,91.88911281000004,87.59013072487032,88.75979167901188,True
rule_aware_heuristic,Silverstone,total_reward,90,-126.10425372974474,43.19506822146146,-153.5400798853751,-162.22257946539642,3.637394785693559,-135.02844728180162,-117.18006017768786,False
rule_aware_heuristic,Silverstone,final_position,90,4.4222222222222225,5.090148620990382,1.0,1.0,13.0,3.370586621844031,5.473857822600414,True
rule_aware_heuristic,Silverstone,position_gain,90,7.444444444444445,7.444341959903509,8.0,-10.0,19.0,5.9064274611799235,8.982461427708966,False
rule_aware_heuristic,Silverstone,pit_count,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
rule_aware_heuristic,Silverstone,mean_lap_time,90,97.9112969721495,0.8678026567656556,97.76552555890454,93.53885120642624,99.09307673880365,97.73200708576108,98.09058685853792,True
